weight,age,height,size,BMI,Body_Shape
95,36,172.72,XXXL,31.84478687,Curvy
70,33,177.8,XL,22.14290143,Regular
68,26,177.8,L,21.5102471,Regular
79,30,177.8,XXXL,24.9898459,Curvy
58,29,154.94,XL,24.16022032,Regular
59,33,160.02,L,23.04111436,Regular
63,57,165.1,XL,23.11247226,Regular
54,41,170.18,M,18.64561537,Slim
72,35,162.56,XL,27.24614824,Curvy
49,23,154.94,S,20.41122061,Regular
61,49,160.02,XXXL,23.82216909,Regular
61,22,162.56,L,23.08354226,Regular
61,22,167.64,M,21.70573671,Regular
56,34,165.1,XL,20.54441979,Regular
53,41,162.56,S,20.05619246,Regular
72,28,170.18,XL,24.86082049,Regular
63,40,167.64,L,22.41740021,Regular
56,32,175.26,S,18.23150044,Slim
74,30,172.72,XXXL,24.80541293,Regular
72,34,177.8,L,22.77555576,Regular
70,33,167.64,XXXL,24.90822245,Regular
63,32,160.02,M,24.60322381,Regular
65,26,172.72,M,21.78853839,Regular
54,36,172.72,M,18.10124728,Slim
79,24,180.34,XXXL,24.2908639,Regular
61,29,157.48,M,24.59682339,Regular
74,32,175.26,XL,24.09162558,Regular
47,36,160.02,XXS,18.35478602,Slim
51,28,152.4,S,21.95837725,Regular
58,27,160.02,S,22.650587,Regular
68,28,172.72,XXXL,22.79416324,Regular
79,45,172.72,XXXL,26.48145435,Curvy
70,25,177.8,XL,22.14290143,Regular
57,22,162.56,M,21.56986736,Regular
77,30,170.18,XXXL,26.58726636,Curvy
63,30,162.56,XL,23.84037971,Regular
52,28,160.02,S,20.30742283,Regular
70,49,182.88,XXXL,20.92982581,Regular
58,30,162.56,S,21.94828608,Regular
54,34,167.64,XXS,19.21491446,Slim
54,31,170.18,S,18.64561537,Slim
50,27,160.02,XXS,19.5263681,Regular
61,31,167.64,M,21.70573671,Regular
61,27,170.18,M,21.06263959,Regular
56,31,160.02,L,21.86953228,Regular
54,30,160.02,S,21.08847755,Regular
58,39,167.64,M,20.63824146,Regular
79,28,162.56,XXXL,29.89507932,Curvy
61,25,170.18,M,21.06263959,Regular
86,31,172.72,XXXL,28.82791233,Curvy
70,23,165.1,XL,25.68052473,Curvy
58,36,162.56,M,21.94828608,Regular
83,42,177.8,XXXL,26.25515455,Curvy
54,23,160.02,XL,21.08847755,Regular
68,27,177.8,XL,21.5102471,Regular
68,32,162.56,XXXL,25.73247334,Curvy
73,33,167.64,XXXL,25.9757177,Curvy
58,25,162.56,S,21.94828608,Regular
49,37,157.48,XXS,19.75810403,Slim
61,24,167.64,XL,21.70573671,Regular
72,31,157.48,XL,29.03231613,Curvy
61,48,172.72,XL,20.44770526,Regular
53,48,162.56,M,20.05619246,Regular
86,47,160.02,XXXL,33.58535314,Curvy
52,20,160.02,S,20.30742283,Regular
58,37,165.1,M,21.27814907,Regular
67,44,165.1,XXXL,24.57993082,Regular
52,27,157.48,S,20.96778387,Regular
84,30,177.8,XXXL,26.57148171,Curvy
68,40,165.1,XXXL,24.94679546,Regular
53,27,162.56,XXS,20.05619246,Regular
66,30,175.26,M,21.48712552,Regular
58,44,157.48,XXXL,23.38714355,Regular
83,39,157.48,XXXL,33.46780887,Curvy
81,25,167.64,XXXL,28.82237169,Curvy
61,44,170.18,L,21.06263959,Regular
61,46,162.56,L,23.08354226,Regular
67,39,170.18,L,23.13437463,Regular
63,57,157.48,XL,25.40327661,Regular
65,44,160.02,XL,25.38427853,Curvy
52,35,167.64,S,18.50325096,Slim
55,36,170.18,L,18.99090454,Slim
54,37,157.48,S,21.7742371,Regular
71,61,170.18,XXXL,24.51553132,Regular
64,22,170.18,XXXL,22.09850711,Regular
57,38,162.56,M,21.56986736,Regular
58,26,167.64,M,20.63824146,Regular
53,28,160.02,S,20.69795019,Regular
86,33,165.1,XXXL,31.55035896,Curvy
61,40,177.8,XL,19.29595696,Slim
54,29,165.1,M,19.81069051,Regular
61,33,167.64,L,21.70573671,Regular
61,35,162.56,L,23.08354226,Regular
90,50,175.26,XXXL,29.30062571,Curvy
61,37,177.8,XL,19.29595696,Slim
74,36,175.26,XL,24.09162558,Regular
56,24,162.56,M,21.19144863,Regular
48,28,157.48,XXS,19.35487742,Regular
52,37,160.02,S,20.30742283,Regular
53,38,160.02,M,20.69795019,Regular
54,30,157.48,S,21.7742371,Regular
65,41,162.56,L,24.59721716,Regular
61,31,160.02,XL,23.82216909,Regular
58,41,162.56,M,21.94828608,Regular
68,53,177.8,XL,21.5102471,Regular
65,33,167.64,XL,23.12906371,Regular
68,30,165.1,XL,24.94679546,Curvy
53,33,165.1,S,19.44382587,Slim
92,35,165.1,XXXL,33.75154679,Curvy
61,34,167.64,M,21.70573671,Regular
61,38,170.18,M,21.06263959,Regular
70,34,172.72,XL,23.4645798,Regular
56,30,162.56,M,21.19144863,Regular
68,28,180.34,XL,20.90859171,Regular
56,59,167.64,S,19.92657796,Slim
50,32,160.02,S,19.5263681,Slim
58,39,162.56,S,21.94828608,Regular
72,21,167.64,XL,25.61988595,Curvy
58,40,162.56,M,21.94828608,Regular
60,35,157.48,L,24.19359677,Regular
61,34,167.64,S,21.70573671,Regular
62,30,160.02,XL,24.21269645,Regular
56,27,157.48,M,22.58069032,Regular
68,31,162.56,L,25.73247334,Curvy
68,26,157.48,XL,27.41940968,Curvy
68,34,152.4,XXXL,29.27783633,Curvy
58,45,157.48,M,23.38714355,Regular
43,44,157.48,XXS,17.33874435,Slim
63,35,170.18,XXXL,21.75321793,Regular
63,25,170.18,L,21.75321793,Regular
81,37,172.72,XXXL,27.15187091,Curvy
58,23,172.72,M,19.44208041,Regular
68,35,182.88,XL,20.33183079,Regular
49,30,162.56,XXS,18.54251755,Regular
45,28,162.56,XXS,17.02884265,Slim
67,40,160.02,XXXL,26.16533326,Curvy
68,29,170.18,XL,23.4796638,Regular
49,29,162.56,XXS,18.54251755,Regular
58,43,157.48,M,23.38714355,Regular
70,36,172.72,L,23.4645798,Regular
54,31,162.56,M,20.43461118,Regular
55,41,170.18,M,18.99090454,Slim
86,35,170.18,XXXL,29.69486892,Curvy
63,30,170.18,L,21.75321793,Regular
61,28,162.56,M,23.08354226,Regular
63,45,167.64,XL,22.41740021,Regular
52,34,167.64,S,18.50325096,Slim
50,30,165.1,S,18.34323195,Slim
65,35,167.64,L,23.12906371,Regular
58,27,172.72,M,19.44208041,Regular
49,26,172.72,S,16.42520586,Slim
57,21,167.64,M,20.28240971,Regular
49,34,160.02,S,19.13584074,Slim
58,34,154.94,L,24.16022032,Regular
65,35,165.1,XL,23.84620154,Regular
63,35,165.1,L,23.11247226,Regular
72,28,162.56,XL,27.24614824,Curvy
65,32,170.18,XXXL,22.44379628,Regular
65,36,162.56,XL,24.59721716,Regular
56,20,154.94,M,23.32710927,Regular
63,53,165.1,L,23.11247226,Regular
63,30,160.02,L,24.60322381,Regular
52,28,160.02,S,20.30742283,Regular
58,33,162.56,L,21.94828608,Regular
61,33,162.56,L,23.08354226,Regular
58,37,167.64,M,20.63824146,Regular
59,50,167.64,L,20.99407321,Regular
72,40,167.64,XXXL,25.61988595,Curvy
65,32,172.72,L,21.78853839,Regular
57,39,165.1,S,20.91128443,Regular
54,32,170.18,S,18.64561537,Slim
49,25,162.56,XXS,18.54251755,Regular
45,29,162.56,XXS,17.02884265,Slim
63,30,165.1,L,23.11247226,Regular
60,28,160.02,M,23.43164172,Regular
68,40,175.26,XL,22.13825054,Regular
54,41,162.56,S,20.43461118,Regular
97,26,165.1,XXXL,35.58586999,Curvy
63,31,170.18,L,21.75321793,Regular
63,26,165.1,L,23.11247226,Regular
58,31,157.48,XL,23.38714355,Regular
61,33,167.64,M,21.70573671,Regular
65,33,175.26,L,21.16156301,Regular
58,30,177.8,M,18.34697547,Slim
58,64,172.72,M,19.44208041,Slim
61,55,157.48,L,24.59682339,Regular
63,49,162.56,XL,23.84037971,Regular
79,28,172.72,L,26.48145435,Curvy
44,38,149.86,XXS,19.59211043,Slim
58,37,160.02,L,22.650587,Regular
52,32,162.56,S,19.67777373,Slim
58,33,162.56,S,21.94828608,Regular
49,39,154.94,M,20.41122061,Regular
65,27,162.56,L,24.59721716,Regular
51,21,157.48,XXS,20.56455726,Regular
65,31,175.26,XL,21.16156301,Regular
56,29,165.1,M,20.54441979,Regular
53,44,165.1,S,19.44382587,Slim
78,32,175.26,XXXL,25.39387561,Curvy
54,24,170.18,M,18.64561537,Regular
56,54,170.18,XL,19.33619372,Slim
47,34,162.56,XXS,17.7856801,Slim
70,23,160.02,XXXL,27.33691534,Curvy
49,32,170.18,XXS,16.9191695,Slim
68,29,157.48,XL,27.41940968,Curvy
63,32,167.64,XL,22.41740021,Regular
63,34,160.02,L,24.60322381,Regular
61,26,165.1,L,22.37874298,Regular
65,31,160.02,XL,25.38427853,Curvy
62,34,172.72,L,20.78291354,Regular
58,26,172.72,M,19.44208041,Regular
52,37,152.4,S,22.38893367,Regular
72,26,167.64,XXXL,25.61988595,Curvy
65,22,162.56,XXXL,24.59721716,Regular
74,30,172.72,XL,24.80541293,Regular
88,46,167.64,XXXL,31.31319394,Curvy
54,31,167.64,M,19.21491446,Slim
61,34,142.24,M,30.14993275,Curvy
60,33,162.56,L,22.70512354,Regular
55,32,167.64,M,19.57074621,Slim
63,32,167.64,XXXL,22.41740021,Regular
68,33,160.02,XXXL,26.55586062,Curvy
53,44,154.94,M,22.0774427,Regular
63,30,175.26,M,20.510438,Regular
65,35,177.8,L,20.56126561,Regular
49,36,154.94,S,20.41122061,Regular
61,30,172.72,M,20.44770526,Regular
56,28,167.64,M,19.92657796,Regular
68,31,167.64,XL,24.19655895,Regular
58,32,170.18,L,20.02677207,Regular
65,25,162.56,XXXL,24.59721716,Regular
72,35,175.26,XXXL,23.44050057,Regular
59,32,162.56,S,22.32670481,Regular
56,32,165.1,M,20.54441979,Regular
54,27,165.1,S,19.81069051,Regular
65,28,170.18,XL,22.44379628,Regular
62,29,172.72,L,20.78291354,Regular
74,26,160.02,XXXL,28.89902479,Curvy
64,32,175.26,M,20.8360005,Regular
56,30,167.64,S,19.92657796,Regular
68,29,170.18,M,23.4796638,Regular
63,27,165.1,L,23.11247226,Regular
65,23,177.8,XL,20.56126561,Regular
49,24,167.64,XXS,17.43575572,Slim
56,27,154.94,M,23.32710927,Regular
63,25,172.72,L,21.11812182,Regular
54,51,167.64,XXS,19.21491446,Slim
52,40,157.48,S,20.96778387,Regular
54,39,157.48,M,21.7742371,Regular
61,27,167.64,XL,21.70573671,Regular
58,29,170.18,S,20.02677207,Regular
63,27,162.56,L,23.84037971,Regular
81,38,165.1,XXXL,29.71603576,Curvy
78,50,157.48,XXXL,31.45167581,Curvy
64,35,160.02,XL,24.99375117,Regular
57,36,165.1,L,20.91128443,Regular
61,34,167.64,S,21.70573671,Regular
58,41,160.02,XXS,22.650587,Regular
65,35,170.18,L,22.44379628,Regular
54,42,170.18,M,18.64561537,Slim
58,31,167.64,M,20.63824146,Regular
60,31,157.48,M,24.19359677,Regular
56,25,162.56,S,21.19144863,Regular
61,28,157.48,L,24.59682339,Regular
63,41,170.18,L,21.75321793,Regular
77,57,177.8,XXXL,24.35719157,Regular
61,30,172.72,M,20.44770526,Regular
56,30,162.56,S,21.19144863,Regular
72,30,170.18,XXXL,24.86082049,Regular
68,33,170.18,XXXL,23.4796638,Regular
64,29,170.18,L,22.09850711,Regular
58,41,160.02,M,22.650587,Regular
61,28,172.72,M,20.44770526,Regular
65,34,167.64,L,23.12906371,Regular
68,28,170.18,L,23.4796638,Regular
56,45,144.78,XL,26.71596602,Curvy
52,34,160.02,XXS,20.30742283,Regular
58,26,167.64,XXXL,20.63824146,Regular
56,23,170.18,S,19.33619372,Regular
56,28,165.1,XXS,20.54441979,Regular
65,27,160.02,L,25.38427853,Curvy
62,35,172.72,M,20.78291354,Regular
54,32,170.18,XXXL,18.64561537,Slim
61,34,167.64,XL,21.70573671,Regular
95,31,162.56,S,35.94977893,Curvy
63,31,154.94,XL,26.24299793,Curvy
61,28,172.72,M,20.44770526,Regular
46,48,152.4,S,19.80559517,Slim
61,45,172.72,M,20.44770526,Regular
54,33,154.94,XXS,22.49399823,Regular
61,50,165.1,M,22.37874298,Regular
58,35,157.48,L,23.38714355,Regular
58,37,165.1,M,21.27814907,Regular
63,37,165.1,XL,23.11247226,Regular
49,27,157.48,M,19.75810403,Regular
61,45,172.72,L,20.44770526,Regular
58,35,167.64,L,20.63824146,Regular
65,26,162.56,XL,24.59721716,Regular
68,45,180.34,XL,20.90859171,Regular
56,34,165.1,M,20.54441979,Regular
70,38,175.26,XL,22.78937555,Regular
56,30,160.02,S,21.86953228,Regular
61,28,167.64,M,21.70573671,Regular
54,42,165.1,XXS,19.81069051,Slim
68,29,177.8,XL,21.5102471,Regular
48,26,162.56,S,18.16409883,Slim
50,31,154.94,XXS,20.82777614,Regular
54,33,157.48,M,21.7742371,Regular
81,26,165.1,XXXL,29.71603576,Curvy
68,28,165.1,XL,24.94679546,Curvy
71,45,167.64,XXXL,25.2640542,Curvy
52,37,157.48,S,20.96778387,Regular
58,27,162.56,M,21.94828608,Regular
56,26,162.56,L,21.19144863,Regular
55,45,167.64,S,19.57074621,Slim
52,61,170.18,S,17.95503702,Slim
59,31,170.18,M,20.37206124,Regular
54,30,154.94,S,22.49399823,Regular
70,34,172.72,M,23.4645798,Regular
47,33,160.02,XXS,18.35478602,Slim
77,29,167.64,XXXL,27.3990447,Curvy
72,37,180.34,XXXL,22.13850887,Regular
65,40,170.18,XXXL,22.44379628,Regular
63,41,162.56,XXXL,23.84037971,Regular
53,37,170.18,M,18.3003262,Slim
65,26,162.56,XL,24.59721716,Regular
68,44,165.1,XXXL,24.94679546,Regular
68,51,167.64,XXXL,24.19655895,Regular
62,27,162.56,XL,23.46196099,Regular
72,24,175.26,L,23.44050057,Regular
70,36,175.26,XL,22.78937555,Regular
53,41,162.56,S,20.05619246,Regular
90,30,167.64,XXXL,32.02485744,Curvy
79,30,165.1,XXXL,28.98230649,Curvy
58,49,167.64,L,20.63824146,Regular
61,38,177.8,XL,19.29595696,Slim
58,42,157.48,XXS,23.38714355,Regular
55,28,154.94,M,22.91055375,Regular
53,42,160.02,M,20.69795019,Regular
79,32,175.26,XXXL,25.71943812,Curvy
47,30,152.4,XXS,20.23615158,Regular
61,32,175.26,S,19.85931298,Slim
72,38,157.48,XXXL,29.03231613,Curvy
61,29,167.64,S,21.70573671,Regular
65,41,172.72,M,21.78853839,Regular
60,38,165.1,S,22.01187834,Regular
58,25,172.72,S,19.44208041,Regular
58,35,170.18,XL,20.02677207,Regular
56,38,160.02,M,21.86953228,Regular
56,40,157.48,M,22.58069032,Regular
58,48,170.18,M,20.02677207,Regular
52,29,152.4,S,22.38893367,Regular
58,31,177.8,M,18.34697547,Slim
86,29,175.26,XXXL,27.99837568,Curvy
56,29,167.64,M,19.92657796,Regular
58,45,165.1,M,21.27814907,Regular
58,34,175.26,M,18.88262546,Slim
58,39,175.26,M,18.88262546,Slim
43,30,157.48,XXS,17.33874435,Slim
65,34,175.26,XL,21.16156301,Regular
56,30,160.02,M,21.86953228,Regular
56,26,167.64,M,19.92657796,Regular
60,33,167.64,L,21.34990496,Regular
54,38,160.02,S,21.08847755,Regular
53,28,160.02,L,20.69795019,Regular
55,46,167.64,M,19.57074621,Slim
56,32,167.64,M,19.92657796,Slim
49,31,162.56,S,18.54251755,Slim
65,42,167.64,L,23.12906371,Regular
61,22,170.18,XXXL,21.06263959,Regular
68,45,167.64,XL,24.19655895,Regular
54,33,165.1,M,19.81069051,Slim
68,35,172.72,M,22.79416324,Regular
68,29,172.72,L,22.79416324,Regular
52,25,165.1,M,19.07696123,Regular
54,31,165.1,M,19.81069051,Slim
77,32,177.8,XL,24.35719157,Regular
61,38,182.88,M,18.23884821,Slim
51,50,154.94,XXXL,21.24433166,Regular
63,41,172.72,XL,21.11812182,Regular
74,40,162.56,XL,28.00298569,Curvy
58,26,162.56,M,21.94828608,Regular
58,39,167.64,S,20.63824146,Regular
57,31,167.64,S,20.28240971,Regular
79,35,172.72,XXXL,26.48145435,Curvy
58,26,170.18,M,20.02677207,Regular
61,30,162.56,M,23.08354226,Regular
70,46,149.86,XXXL,31.16926659,Curvy
72,46,175.26,XXXL,23.44050057,Regular
58,39,162.56,XXS,21.94828608,Regular
52,37,149.86,M,23.15431232,Regular
74,32,170.18,L,25.55139884,Curvy
56,25,157.48,XXS,22.58069032,Regular
49,26,157.48,XXS,19.75810403,Regular
61,27,167.64,M,21.70573671,Regular
52,36,162.56,M,19.67777373,Slim
53,30,160.02,M,20.69795019,Regular
61,37,167.64,L,21.70573671,Regular
74,53,175.26,XXXL,24.09162558,Regular
68,40,182.88,XL,20.33183079,Regular
47,29,152.4,XXS,20.23615158,Regular
61,27,165.1,M,22.37874298,Regular
50,28,162.56,XXS,18.92093628,Regular
68,26,170.18,XL,23.4796638,Regular
65,37,157.48,XXXL,26.20972984,Curvy
56,48,170.18,S,19.33619372,Slim
61,25,160.02,M,23.82216909,Regular
58,36,172.72,M,19.44208041,Slim
58,28,162.56,M,21.94828608,Regular
65,32,177.8,XL,20.56126561,Regular
65,34,162.56,XL,24.59721716,Regular
74,20,180.34,L,22.75346745,Regular
49,33,162.56,XXS,18.54251755,Slim
56,27,170.18,S,19.33619372,Regular
65,47,175.26,XXXL,21.16156301,Regular
79,32,167.64,XXXL,28.1107082,Curvy
62,29,167.64,L,22.06156846,Regular
68,44,149.86,XXXL,30.27871612,Curvy
52,29,170.18,S,17.95503702,Slim
49,38,162.56,S,18.54251755,Slim
46,36,149.86,XXS,20.4826609,Regular
56,22,160.02,M,21.86953228,Regular
72,26,170.18,XL,24.86082049,Regular
61,27,167.64,L,21.70573671,Regular
58,31,170.18,M,20.02677207,Regular
57,31,154.94,S,23.74366479,Regular
74,46,175.26,XXXL,24.09162558,Regular
79,38,165.1,XXXL,28.98230649,Curvy
61,28,165.1,L,22.37874298,Regular
65,28,162.56,XL,24.59721716,Regular
58,49,167.64,L,20.63824146,Regular
74,37,170.18,L,25.55139884,Curvy
53,28,162.56,S,20.05619246,Regular
50,43,154.94,S,20.82777614,Regular
70,29,180.34,XXXL,21.52355029,Regular
51,49,152.4,M,21.95837725,Regular
65,36,167.64,XL,23.12906371,Regular
81,33,167.64,XXXL,28.82237169,Curvy
68,75,165.1,XXXL,24.94679546,Regular
63,25,160.02,XL,24.60322381,Regular
65,29,165.1,XXXL,23.84620154,Regular
63,37,162.56,XXXL,23.84037971,Regular
58,33,167.64,M,20.63824146,Regular
58,37,160.02,L,22.650587,Regular
72,41,165.1,XXXL,26.41425401,Curvy
52,47,162.56,M,19.67777373,Slim
61,34,157.48,M,24.59682339,Regular
65,34,165.1,XXXL,23.84620154,Regular
52,30,170.18,XXS,17.95503702,Slim
86,54,160.02,XXXL,33.58535314,Curvy
69,21,170.18,XXXL,23.82495297,Regular
51,35,160.02,XXS,19.91689546,Slim
57,41,165.1,XL,20.91128443,Regular
77,50,160.02,XXXL,30.07060688,Curvy
57,27,180.34,M,17.52631952,Slim
49,31,157.48,M,19.75810403,Slim
54,28,162.56,S,20.43461118,Regular
48,38,160.02,XXS,18.74531338,Slim
52,27,160.02,XXS,20.30742283,Regular
48,36,157.48,XXS,19.35487742,Slim
61,37,177.8,S,19.29595696,Slim
52,30,154.94,XXS,21.66088718,Regular
58,29,162.56,XXXL,21.94828608,Regular
49,30,154.94,XXS,20.41122061,Regular
64,50,172.72,XL,21.4533301,Regular
58,28,162.56,M,21.94828608,Regular
49,30,160.02,S,19.13584074,Regular
93,36,157.48,XXXL,37.500075,Curvy
54,26,162.56,S,20.43461118,Regular
58,29,165.1,M,21.27814907,Regular
58,30,170.18,M,20.02677207,Regular
52,32,152.4,M,22.38893367,Regular
55,26,170.18,S,18.99090454,Regular
62,50,165.1,XL,22.74560762,Regular
61,30,162.56,M,23.08354226,Regular
48,63,154.94,XXS,19.99466509,Slim
63,32,167.64,L,22.41740021,Regular
55,30,162.56,S,20.81302991,Regular
58,55,160.02,L,22.650587,Regular
56,28,157.48,S,22.58069032,Regular
57,45,170.18,L,19.68148289,Slim
58,30,165.1,S,21.27814907,Regular
97,28,157.48,XXXL,39.11298145,Curvy
63,40,175.26,XL,20.510438,Regular
52,29,165.1,XXS,19.07696123,Regular
63,33,175.26,XL,20.510438,Regular
49,29,167.64,XXS,17.43575572,Slim
53,39,162.56,S,20.05619246,Regular
65,30,177.8,M,20.56126561,Regular
50,32,154.94,S,20.82777614,Regular
56,23,162.56,L,21.19144863,Regular
63,28,154.94,XXXL,26.24299793,Curvy
75,38,167.64,XXXL,26.6873812,Curvy
81,35,172.72,XXXL,27.15187091,Curvy
65,37,172.72,L,21.78853839,Regular
63,27,170.18,M,21.75321793,Regular
68,44,180.34,XL,20.90859171,Regular
65,48,167.64,XXXL,23.12906371,Regular
63,31,165.1,XL,23.11247226,Regular
67,24,180.34,XL,20.60111242,Regular
61,34,177.8,M,19.29595696,Slim
65,38,177.8,XL,20.56126561,Regular
47,29,152.4,XXS,20.23615158,Regular
53,35,175.26,S,17.25481292,Slim
77,32,175.26,XXXL,25.06831311,Curvy
61,44,170.18,XL,21.06263959,Regular
73,28,172.72,XL,24.47020465,Regular
63,39,165.1,XXXL,23.11247226,Regular
49,29,165.1,S,17.97636731,Slim
52,45,162.56,XXS,19.67777373,Slim
58,26,177.8,M,18.34697547,Slim
58,31,165.1,S,21.27814907,Regular
72,27,177.8,XXXL,22.77555576,Regular
54,30,160.02,M,21.08847755,Regular
47,42,154.94,S,19.57810957,Slim
54,31,162.56,S,20.43461118,Regular
71,51,172.72,XXXL,23.79978808,Regular
58,37,160.02,M,22.650587,Regular
86,35,162.56,XXXL,32.5440104,Curvy
63,45,180.34,XL,19.37119526,Slim
68,34,154.94,XXXL,28.32577554,Curvy
56,47,167.64,L,19.92657796,Slim
52,27,157.48,S,20.96778387,Regular
57,42,165.1,S,20.91128443,Regular
58,36,170.18,M,20.02677207,Regular
58,30,157.48,M,23.38714355,Regular
63,47,177.8,M,19.92861129,Slim
61,29,160.02,M,23.82216909,Regular
52,35,157.48,S,20.96778387,Regular
61,28,165.1,L,22.37874298,Regular
58,25,172.72,S,19.44208041,Regular
50,45,157.48,S,20.16133065,Regular
61,39,160.02,XL,23.82216909,Regular
68,30,167.64,XL,24.19655895,Regular
92,49,170.18,XXXL,31.76660397,Curvy
47,40,165.1,S,17.24263804,Slim
58,32,167.64,S,20.63824146,Regular
77,35,170.18,XXXL,26.58726636,Curvy
68,30,157.48,L,27.41940968,Curvy
52,29,162.56,S,19.67777373,Regular
43,31,152.4,S,18.51392592,Slim
47,36,160.02,XXS,18.35478602,Slim
47,24,162.56,S,17.7856801,Slim
71,36,160.02,XL,27.72744271,Curvy
67,30,167.64,M,23.8407272,Regular
52,35,157.48,S,20.96778387,Regular
46,28,165.1,XXS,16.8757734,Slim
49,31,154.94,S,20.41122061,Regular
54,30,154.94,M,22.49399823,Regular
63,35,165.1,L,23.11247226,Regular
58,33,172.72,S,19.44208041,Slim
56,47,160.02,M,21.86953228,Regular
52,33,167.64,L,18.50325096,Slim
56,25,157.48,M,22.58069032,Regular
61,35,167.64,M,21.70573671,Regular
56,35,162.56,S,21.19144863,Regular
61,33,177.8,M,19.29595696,Slim
74,49,170.18,XXXL,25.55139884,Curvy
56,30,157.48,XXS,22.58069032,Regular
77,34,175.26,XXXL,25.06831311,Curvy
58,36,152.4,L,24.97227217,Regular
45,31,152.4,XXS,19.37503875,Slim
58,31,167.64,M,20.63824146,Regular
56,42,160.02,L,21.86953228,Regular
77,30,177.8,XXXL,24.35719157,Regular
58,27,172.72,S,19.44208041,Regular
71,39,172.72,XL,23.79978808,Regular
72,27,167.64,XXXL,25.61988595,Curvy
55,25,167.64,S,19.57074621,Regular
73,46,162.56,XXXL,27.62456697,Curvy
97,24,167.64,XXXL,34.51567968,Curvy
62,37,170.18,M,21.40792876,Regular
58,30,172.72,M,19.44208041,Regular
70,37,165.1,XXXL,25.68052473,Curvy
47,44,160.02,XXS,18.35478602,Slim
61,35,170.18,L,21.06263959,Regular
58,60,167.64,L,20.63824146,Slim
61,23,170.18,M,21.06263959,Regular
57,33,180.34,M,17.52631952,Slim
54,31,165.1,M,19.81069051,Slim
72,31,162.56,XXXL,27.24614824,Curvy
56,26,170.18,XXS,19.33619372,Regular
58,42,152.4,M,24.97227217,Regular
72,32,160.02,XXXL,28.11797007,Curvy
65,44,170.18,XXXL,22.44379628,Regular
58,37,175.26,L,18.88262546,Slim
51,30,165.1,S,18.71009659,Regular
72,38,177.8,XL,22.77555576,Regular
58,32,162.56,M,21.94828608,Regular
52,40,157.48,L,20.96778387,Regular
56,31,167.64,M,19.92657796,Slim
56,29,172.72,M,18.77166384,Regular
58,32,160.02,M,22.650587,Regular
99,37,180.34,XXXL,30.44044969,Curvy
68,32,172.72,XXXL,22.79416324,Regular
68,29,167.64,L,24.19655895,Regular
54,36,165.1,S,19.81069051,Slim
61,32,152.4,M,26.26394142,Curvy
68,31,162.56,XL,25.73247334,Curvy
113,31,167.64,XXXL,40.20898767,Curvy
61,28,165.1,S,22.37874298,Regular
77,48,167.64,XXXL,27.3990447,Curvy
49,33,154.94,XXS,20.41122061,Regular
61,34,160.02,XL,23.82216909,Regular
86,30,182.88,XXXL,25.713786,Curvy
54,48,160.02,S,21.08847755,Regular
81,31,170.18,XXXL,27.96842306,Curvy
58,38,167.64,S,20.63824146,Regular
54,28,154.94,XXS,22.49399823,Regular
54,27,157.48,S,21.7742371,Regular
89,39,172.72,XXXL,29.83353718,Curvy
68,20,167.64,L,24.19655895,Regular
61,29,177.8,M,19.29595696,Regular
63,41,162.56,XL,23.84037971,Regular
56,41,167.64,M,19.92657796,Slim
63,28,160.02,L,24.60322381,Regular
63,31,167.64,L,22.41740021,Regular
58,25,167.64,M,20.63824146,Regular
72,54,165.1,XXXL,26.41425401,Curvy
58,36,162.56,XL,21.94828608,Regular
49,36,160.02,S,19.13584074,Slim
74,42,175.26,XXXL,24.09162558,Regular
65,31,175.26,L,21.16156301,Regular
60,40,157.48,L,24.19359677,Regular
56,34,149.86,M,24.93541327,Regular
58,28,167.64,M,20.63824146,Regular
49,49,162.56,S,18.54251755,Slim
63,43,160.02,XL,24.60322381,Regular
54,29,154.94,S,22.49399823,Regular
65,29,175.26,M,21.16156301,Regular
53,49,165.1,S,19.44382587,Slim
68,33,167.64,XL,24.19655895,Regular
40,31,154.94,XXS,16.66222091,Slim
72,34,154.94,XL,29.99199764,Curvy
65,33,175.26,XL,21.16156301,Regular
58,27,162.56,M,21.94828608,Regular
54,42,160.02,S,21.08847755,Regular
61,31,162.56,XL,23.08354226,Regular
51,32,160.02,XXS,19.91689546,Slim
54,28,170.18,XXS,18.64561537,Regular
58,35,170.18,S,20.02677207,Regular
62,38,167.64,M,22.06156846,Regular
53,31,165.1,L,19.44382587,Slim
54,35,154.94,M,22.49399823,Regular
53,31,154.94,S,22.0774427,Regular
61,39,167.64,M,21.70573671,Regular
56,27,172.72,M,18.77166384,Regular
58,27,157.48,M,23.38714355,Regular
54,18,167.64,S,19.21491446,Regular
52,32,160.02,XL,20.30742283,Regular
56,35,162.56,S,21.19144863,Regular
52,46,165.1,S,19.07696123,Slim
54,35,162.56,M,20.43461118,Regular
58,49,157.48,L,23.38714355,Regular
54,52,152.4,M,23.2500465,Regular
81,47,170.18,XXXL,27.96842306,Curvy
68,47,172.72,XXXL,22.79416324,Regular
49,29,165.1,S,17.97636731,Slim
52,32,157.48,M,20.96778387,Regular
47,35,157.48,XXS,18.95165081,Slim
65,34,175.26,XL,21.16156301,Regular
65,32,172.72,L,21.78853839,Regular
54,28,160.02,M,21.08847755,Regular
65,29,162.56,L,24.59721716,Regular
58,42,162.56,M,21.94828608,Regular
